movie_title,genres,distributor_group,release_month,domestic_opening_adjusted,total_gross_adjusted,prediction
Breaking In (2018),Action Thriller,Major Studio,05,22023990,64224089,1.1164802253457518E8
Breakthrough (2019),Biography Drama,Major Studio,04,13843210,61894276,6.1484647480139725E7
Breakup Buddies (2014),Comedy Drama Romance,Small / Indie Studio,09,305030,250455900,4.167858831718631E7
Breathless (1983),Action Drama Romance Thriller,Mid-size Studio,05,13808561,62706511,6.106365937043593E7
Brewster's Millions (1985),Comedy,Major Studio,05,28750022,133656179,2.1143178187527466E8
Brick Mansions (2014),Action Crime Thriller,Small / Indie Studio,04,12610215,94630033,4.983250738000337E7
Bride & Prejudice (2004),Comedy Drama Musical Romance,Mid-size Studio,10,640812,41048814,8.399475495860504E7
Bride Wars (2009),Comedy Romance,Major Studio,01,30790241,168696981,1.780370535984461E8
Bride of Chucky (1998),Comedy Horror Thriller,Major Studio,10,22766830,97543250,1.0541533508258949E8
Bridesmaids (2011),Comedy,Major Studio,05,36603317,453006622,2.5234907828137484E8
Bridge of Spies (2015),Drama History Thriller War,Major Studio,10,20343400,219006426,1.4745497260755292E8
Bridge to Terabithia (2007),Drama Family Fantasy,Major Studio,02,34138580,208158994,2.078892480351117E8
Bridget Jones's Baby (2016),Comedy Drama Romance,Major Studio,09,11203213,277019102,8.876350941397473E7
Bridget Jones's Diary (2001),Comedy Drama Romance,Mid-size Studio,04,19015799,499573266,1.0746572884413591E8
Bridget Jones: The Edge of Reason (2004),Comedy Drama Romance,Major Studio,11,14422391,440320113,7.234781177915925E7
"Bright Lights, Big City (1988)",Drama,Small / Indie Studio,04,13599045,42753928,5.445879700572319E7
Brightburn (2019),Drama Horror Mystery Sci-Fi,Small / Indie Studio,05,9626474,40766024,3.792963778659369E7
Brighton Beach Memoirs (1986),Comedy,Major Studio,12,7385781,34222125,6.77982941604868E7
Bring Her Back (2025),Horror Mystery,Mid-size Studio,05,7047731,22457539,3.2858037339182522E7
Bring It On (2000),Comedy Romance Sport,Major Studio,08,31627867,164769095,2.039068811985272E8
Bring on the Night (1985),Documentary Music,Small / Indie Studio,11,3301406,5513184,3.711633927348931E7
Bringing Down the House (2003),Comedy,Major Studio,03,53033708,280898309,3.4730646222415197E8
Bringing Out the Dead (1999),Drama Thriller,Major Studio,10,11662255,31633571,8.876350941397473E7
Broadcast News (1987),Comedy Drama Romance,Major Studio,12,545388,185892962,1.4363330839961728E8
Broadway Danny Rose (1984),Comedy,Mid-size Studio,01,2880204,32010684,2.112044116095299E7
Brokeback Mountain (2005),Drama Romance,Mid-size Studio,12,879317,287744014,1.4091507863434663E8
Brokedown Palace (1999),Drama Mystery Thriller,Major Studio,08,7290715,19047775,3.3279025448886316E7
Broken Arrow (1996),Action Adventure Thriller,Major Studio,02,31166026,300530713,2.91224412075976E8
Broken City (2013),Action Crime Drama Mystery Thriller,Major Studio,01,11134417,46775034,5.182857984445907E7
Broken Embraces (2009),Drama Romance Thriller,Small / Indie Studio,03,156613,54792642,5.944002285653892E7
Broken Flowers (2005),Comedy Drama Mystery Romance,Mid-size Studio,08,1253552,76025068,4.7059825389089376E7
Broker (2022),Comedy Crime Drama,Mid-size Studio,06,3500,20206734,5.6520949058650106E7
Bronco Billy (1980),Action Adventure Comedy Drama Romance Western,Major Studio,06,14117040,92366152,7.383750581933935E7
Brooklyn (2015),Drama Romance,Major Studio,11,247862,82587680,6.0977303882010244E7
Brooklyn's Finest (2009),Crime Drama Thriller,Small / Indie Studio,06,19520161,64375145,1.6015125712908384E8
Bros (2022),Comedy Romance,Major Studio,09,5203111,15844606,2.927946331030209E7
Brother (2000),Crime Drama Thriller,Small / Indie Studio,03,106345,27017331,2.4490993193020694E7
Brother Bear (2003),Adventure Animation Comedy Drama Family Fantasy Musical,Major Studio,10,497818,426980242,1.2117409609900676E8
Brother's Keeper (1992),Crime Documentary Mystery,Small / Indie Studio,09,24050,2919416,2.4490993193020694E7
Brotherhood of Blades 2 (2017),Action Adventure Drama History Thriller,Small / Indie Studio,07,6778,51146228,3.980788806004712E7
Brotherhood of the Wolf (2001),Action Adventure Drama Horror Thriller,Major Studio,03,841811,125368675,8.704906915250637E7
Brothers (2009),Drama Thriller War,Major Studio,12,13931158,63566423,9.308834272032388E7
Brown Sugar (2002),Comedy Drama Music Romance,Major Studio,10,18727373,49380629,1.1052004303803726E8
Brubaker (1980),Crime Drama,Major Studio,06,10460440,141302131,1.0450815146020335E8
Bruce Almighty (2003),Comedy Fantasy,Major Studio,05,115874538,826331478,8.055315014581136E8
Brüno (2009),Comedy,Major Studio,07,44769809,202955165,3.144349457821582E8
Buddies in India (2017),Action Comedy,Small / Indie Studio,01,232535,140969982,4.167858831718631E7
Buddy (1997),Adventure Comedy Drama Family,Major Studio,06,6848868,19763721,4.0527175832638174E7
Buena Vista Social Club (1999),Documentary Music,Small / Indie Studio,06,239853,43580183,5.403144665638594E7
Buffalo '66 (1998),Comedy Drama Romance,Major Studio,06,76118,4571738,4.527940279802472E7
Buffy the Vampire Slayer (1992),Action Comedy Fantasy Horror,Major Studio,07,10094641,37166310,6.01814032426301E7
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales (1982),Adventure Animation Comedy Family Music,Major Studio,11,254690,254690,5.587259592656248E7
Bugsy (1991),Biography Crime Drama,Small / Indie Studio,12,323290,113125602,1.3519775713381287E8
Bull Durham (1988),Comedy Romance Sport,Mid-size Studio,06,13287398,134984656,7.078319162543802E7
Bullet Train (2022),Action Comedy Thriller,Major Studio,06,32189167,256470759,2.6454631260057482E8
Bulletproof (1987),Action,Major Studio,05,1117523,2143116,5.274746566718825E7
Bulletproof (1996),Action Comedy Crime,Major Studio,09,12028417,45222466,5.175364989897214E7
Bulletproof Monk (2003),Action Comedy Fantasy,Major Studio,04,14756086,64309995,6.1484647480139725E7
Bullets Over Broadway (1994),Comedy Crime,Mid-size Studio,10,182149,28323198,3.6637211543291986E7
Bullies (1986),Action Drama Thriller,Major Studio,08,4386122,8572821,2.927946331030209E7
Bulworth (1998),Comedy Drama Romance,Major Studio,05,272905,56196876,5.274746566718825E7
Bumblebee (2018),Action Adventure Sci-Fi,Major Studio,12,27050528,584618979,1.0243189039210069E9
Burglar (1987),Comedy Crime Mystery,Major Studio,03,12450843,45105306,5.68583578544199E7
Buried (2010),Drama Mystery Thriller,Major Studio,09,144240,27965054,3.969152573719332E7
Burlesque (2010),Drama Music Musical Romance,Small / Indie Studio,11,17187415,128779392,1.1435735686264025E8
Burn After Reading (2008),Comedy Crime Drama Thriller,Mid-size Studio,09,27869311,238551413,1.9298650896131113E8
Burnt (2015),Comedy Drama,Small / Indie Studio,10,6620711,48448102,2.625317497446979E7
Burnt by the Sun (1994),Drama War,Small / Indie Studio,04,123669,4762499,4.004286092476695E7
Bushwhacked (1995),Adventure Comedy Crime Family Mystery,Major Studio,08,6152071,16303775,2.927946331030209E7
Buster (1988),Comedy Crime Drama Romance,Small / Indie Studio,11,703025,1432374,5.254175261620584E7
Bustin' Loose (1981),Comedy Drama,Major Studio,05,22849663,107856879,1.1804494371478473E8
But Always (2014),Drama Romance,Small / Indie Studio,09,191760,50403530,3.125597447138893E7
But I'm a Cheerleader (1999),Comedy Drama Romance,Major Studio,07,110047,4728868,4.313873137040376E7
Butch and Sundance: The Early Days (1979),Comedy Western,Major Studio,06,6579585,22201684,4.563188378808594E7
Bye Bye Love (1995),Comedy Drama Romance,Major Studio,03,9311162,24902253,4.2322162176812686E7
C'est la vie (1990),Comedy Drama Romance,Small / Indie Studio,11,45013,7985502,3.535415749204022E7
C.H.U.D. (1984),Horror Sci-Fi,Small / Indie Studio,08,5323556,14055121,2.1148467019022025E7
CB4 (1993),Comedy Music,Major Studio,03,13294693,38986021,5.4510274033232965E7
CHIPS (2017),Action Comedy Crime,Major Studio,03,9883183,34297241,4.9969216331051424E7
CJ7 (2008),Adventure Comedy Drama Family Fantasy Sci-Fi,Small / Indie Studio,01,72514,72164600,1.938628523757294E7
Cabeza de Vaca (1991),Adventure Biography Drama History Western,Small / Indie Studio,05,13324,1764120,2.712431927721823E7
Cabin Boy (1994),Adventure Comedy Romance,Major Studio,01,3202941,7750636,2.4174755354854323E7
Cabin Fever (2002),Horror,Major Studio,09,14323744,52099881,5.643374470523958E7
Cabrini (2024),Biography Drama,Small / Indie Studio,03,7168520,20590202,6.318810454398544E7
Caché (2005),Drama Mystery Thriller,Small / Indie Studio,06,91574,26018206,3.684385153222033E7
Caddyshack (1980),Comedy Sport,Major Studio,07,11962506,151948566,6.978647972005698E7
Caddyshack II (1988),Comedy Sport,Major Studio,07,11767566,31295530,6.475670171009615E7
Cadence (1990),Drama,Major Studio,01,399860,4769892,5.011413958299071E7
Cadillac Man (1990),Comedy Crime,Mid-size Studio,05,16114435,66327957,1.1499062952088338E8
Café Society (2016),Comedy Drama Romance,Major Studio,05,469586,57198004,5.274746566718825E7
Calendar Girl (1993),Comedy Drama,Major Studio,09,3914476,5581862,2.927946331030209E7
Calendar Girls (2003),Comedy Drama,Major Studio,09,258157,159268121,5.011413958299071E7
Call Me by Your Name (2017),Drama Romance,Small / Indie Studio,10,528446,86364113,7.861351788670197E7
Camille Claudel (1988),Biography Drama History Romance,Small / Indie Studio,12,225894,8430920,1.3519775713381287E8
Camp Nowhere (1994),Adventure Comedy Family,Major Studio,08,5831635,22169088,3.3373044228111967E7
Campus Man (1987),Comedy,Major Studio,04,881319,2731958,5.011413958299071E7
Can't Buy Me Love (1987),Comedy Drama Romance,Major Studio,08,13127195,87309278,5.68583578544199E7
Can't Hardly Wait (1998),Comedy Romance,Major Studio,06,15444744,49273279,7.383750581933935E7
Candyman (1992),Horror Thriller,Small / Indie Studio,10,12081536,57667581,4.662888864772615E7
Candyman (2021),Horror Thriller,Major Studio,08,25470454,89615955,1.8442070311641228E8
Candyman: Farewell to the Flesh (1995),Horror Thriller,Small / Indie Studio,03,12448015,28699436,4.662888864772615E7
Cannery Row (1982),Drama Romance,Major Studio,02,4876010,17233573,2.927946331030209E7
Cannonball Run II (1984),Action Comedy,Major Studio,06,25136111,84788320,2.157629581511599E8
Cape Fear (1991),Crime Drama Thriller,Major Studio,11,23634488,419877875,1.5831813690657243E8
Capernaum (2018),Drama,Small / Indie Studio,10,31215,80470589,5.267504157817069E7
Capote (2005),Biography Crime Drama History,Small / Indie Studio,09,521811,79233518,4.167858831718631E7
Captain America: Brave New World (2025),Action Adventure Sci-Fi,Major Studio,02,87028186,406624032,8.235713781431584E8
Captain America: Civil War (2016),Action Sci-Fi,Major Studio,04,234132567,1509630891,1.4608518882813492E9
Captain America: The First Avenger (2011),Action Adventure Sci-Fi,Major Studio,07,90727342,516777951,1.0710980574305118E9
Captain America: The Winter Soldier (2014),Action Adventure Sci-Fi Thriller,Major Studio,03,125910243,946637160,1.031639568769096E9
Captain Corelli's Mandolin (2001),Drama Music Romance War,Major Studio,05,12771782,110036675,9.642661350813311E7
Captain Marvel (2019),Action Adventure Sci-Fi,Major Studio,03,188259917,1388226648,1.0865281822196085E9
Captain Phillips (2013),Action Biography Crime Drama Thriller,Major Studio,10,34630743,294611964,2.4482417760462737E8
Captain Ron (1992),Adventure Comedy,Major Studio,09,10938714,50339950,5.182857984445907E7
Captain Underpants: The First Epic Movie (2017),Action Adventure Animation Comedy Family Sci-Fi,Major Studio,05,30523781,160514888,1.842697410504318E8
"Car 54, Where Are You? (1994)",Comedy,Mid-size Studio,01,1674330,2620072,2.6529704090925083E7
Career Girls (1997),Comedy Drama,Small / Indie Studio,08,182334,4722809,2.6151266515941173E7
Career Opportunities (1991),Comedy Romance,Major Studio,03,9270427,26112777,3.721745422136493E7
Carlito's Way (1993),Crime Drama Thriller,Major Studio,11,19796551,138644470,1.5831813690657243E8
Carnage (2011),Comedy Drama,Small / Indie Studio,09,111278,41886137,1.938628523757294E7
Carnosaur (1993),Horror Sci-Fi,Small / Indie Studio,05,308624,3808706,3.79149932211743E7
Carol (2015),Drama Romance,Small / Indie Studio,11,335514,58729767,5.254175261620584E7
Carpool (1996),Comedy,Major Studio,08,3256860,6651090,2.4174755354854323E7
Carrie (2013),Drama Horror Thriller,Small / Indie Studio,10,21681387,114174055,1.0349419256362072E8
Carrington (1995),Biography Drama Romance,Small / Indie Studio,11,312335,6674697,8.94766821857215E7
Cars (2006),Adventure Animation Comedy Family Sport,Major Studio,06,93550716,718902863,8.461010199772327E8
Cars 2 (2011),Adventure Animation Comedy Crime Family Sci-Fi Sport,Major Studio,06,92229249,780742860,8.461010199772327E8
Cars 3 (2017),Adventure Animation Comedy Family Sport,Major Studio,06,68707580,491331623,5.73405442373654E8
Casanova (2005),Adventure Comedy Drama Romance,Major Studio,12,191590,60543253,5.1441549436126925E7
Case 39 (2009),Horror Mystery Thriller,Small / Indie Studio,08,7823344,41218935,3.024259561761888E7
Casino (1995),Crime Drama,Major Studio,11,20475858,239029341,1.7754995754034066E8
Casino Royale (2006),Action Adventure Thriller,Major Studio,11,63539624,959456246,7.71942156569297E8
Casper (1995),Comedy Family Fantasy,Major Studio,05,34667675,593174613,2.1541414871185917E8
Cassandra's Dream (2007),Crime Drama Romance Thriller,Small / Indie Studio,10,547529,34324711,4.167858831718631E7
Cast Away (2000),Adventure Drama Romance,Major Studio,12,52615770,782644057,5.1828543075574386E8
Casual Sex? (1988),Comedy,Major Studio,04,10185859,32565553,4.9969216331051424E7
Casualties of War (1989),Action Crime Drama War,Major Studio,08,13161116,47245345,5.68583578544199E7
Cat People (1982),Fantasy Horror Thriller,Major Studio,04,5258407,22754715,2.927946331030209E7
Cat's Eye (1985),Comedy Drama Horror Thriller,Major Studio,04,10064182,38163662,4.9969216331051424E7
Catch Me If You Can (2002),Biography Crime Drama,Major Studio,12,52410064,614046801,5.1828543075574386E8
Catch That Kid (2004),Adventure Comedy Crime Family,Major Studio,02,9673869,28153216,4.2322162176812686E7
Cats & Dogs (2001),Action Adventure Comedy Family Fantasy,Major Studio,07,38456330,355529787,3.144349457821582E8
Cats & Dogs: The Revenge of Kitty Galore (2010),Action Comedy Family Fantasy,Major Studio,07,17664466,161813409,1.2073222994961593E8
Cats (2019),Comedy Drama Family Fantasy Musical,Major Studio,12,8122456,92709376,7.684143088841318E7
Cats Don't Dance (1997),Animation Comedy Family Fantasy Musical,Major Studio,03,1836531,6969962,2.9584018284826417E7
Cattle Annie and Little Britches (1980),Drama Western,Major Studio,04,399113,1845209,5.011413958299071E7
Catwoman (2004),Action Crime Fantasy,Major Studio,07,27782376,136853040,1.8374554149385694E8
Caught Up (1998),Crime Drama Thriller,Small / Indie Studio,02,4662015,12998974,2.625317497446979E7
Cecil B. Demented (2000),Comedy Crime Thriller,Small / Indie Studio,08,231608,3573268,3.657388036173855E7
Celebrity (1998),Comedy Drama,Mid-size Studio,11,3055909,9773173,3.708831341542028E7
Cellular (2004),Action Crime Thriller,Major Studio,09,17604373,95791574,1.1052004303803726E8
Celtic Pride (1996),Comedy Sport,Major Studio,04,7618253,18509464,3.089025244749696E7
Center Stage (2000),Drama Music Romance,Major Studio,05,8388058,48066236,4.495548826101022E7
Central Intelligence (2016),Action Comedy Crime,Major Studio,06,46444117,283538943,3.6702859722009945E8
Central Station (1998),Drama,Small / Indie Studio,11,68715,11511522,3.535415749204022E7
Chain Reaction (1996),Action Drama Sci-Fi Thriller,Major Studio,08,15091407,120414829,6.1484647480139725E7
Chained Heat (1983),Action Crime Drama Thriller,Small / Indie Studio,05,7094817,19369359,2.888650105866733E7
Chak De! India (2007),Drama Family Sport,Small / Indie Studio,08,532379,32535835,7.861351788670197E7
Challengers (2024),Comedy Drama Romance Sport,Streaming Platform,04,15011061,96119408,8.273308220235032E7
Champions (1984),Biography Drama Romance Sport,Small / Indie Studio,04,163857,605451,3.125597447138893E7
Champions (2023),Comedy Drama Sport,Mid-size Studio,03,5300651,22545638,6.316007868591642E7
Chances Are (1989),Comedy Fantasy Romance,Small / Indie Studio,03,9272253,41190860,3.5296311702396154E7
Changeling (2008),Biography Crime Drama History Mystery Thriller,Major Studio,10,712490,165220125,8.704906915250637E7
Changing Lanes (2002),Drama Thriller,Major Studio,04,29869367,165557037,2.039068811985272E8
Chaos Walking (2021),Action Adventure Drama Fantasy Sci-Fi Western,Major Studio,03,4370556,30687294,2.927946331030209E7
Chaplin (1992),Biography Comedy Drama,Small / Indie Studio,12,189280,21222494,8.261220412997246E7
Chappie (2015),Action Crime Drama Sci-Fi Thriller,Major Studio,03,17664130,136068945,1.1052004303803726E8
Chariots of Fire (1981),Biography Drama Sport,Major Studio,09,237741,204655386,9.548696301890416E7
Charlie St. Cloud (2010),Drama Fantasy Romance,Major Studio,07,17811517,69324690,1.2583693790506367E8
Charlie Wilson's War (2007),Biography Comedy Drama History,Major Studio,12,14609188,180769568,9.308834272032388E7
Charlie and the Chocolate Factory (2005),Adventure Comedy Family Fantasy Musical,Major Studio,07,90238200,762931800,8.122126949312382E8
