movie_title,genres,distributor_group,release_month,domestic_opening_adjusted,total_gross_adjusted,prediction
Dhoom 3 (2013),Action Crime Drama Thriller,Small / Indie Studio,12,4609891,118538564,5.923297419528161E7
Diabolique (1996),Drama Horror Mystery Thriller,Major Studio,03,11047758,34199442,1.0230513515249611E8
Diary of a Mad Black Woman (2005),Comedy Drama Romance,Major Studio,02,35185659,81361511,1.8811767221131817E8
Diary of a Wimpy Kid (2010),Comedy Drama Family,Major Studio,03,31829574,109612455,1.8577665640240195E8
Diary of a Wimpy Kid: Dog Days (2012),Comedy Family,Major Studio,08,19980299,105519330,1.2586544363579321E8
Diary of a Wimpy Kid: Rodrick Rules (2011),Comedy Family,Major Studio,03,33122649,101142497,1.8811767221131817E8
Diary of a Wimpy Kid: The Long Haul (2017),Adventure Comedy Family,Major Studio,05,9119539,51370029,1.0230513515249611E8
Dick (1999),Comedy,Major Studio,08,4162196,11794428,1.0230513515249611E8
Dick Tracy (1990),Action Comedy Crime Music Romance Thriller,Major Studio,06,54123676,390704967,3.7471077592707026E8
Dickie Roberts: Former Child Star (2003),Comedy,Major Studio,09,11357604,40531942,1.0230513515249611E8
Did You Hear About the Morgans? (2009),Comedy Drama Romance,Major Studio,12,9674430,124692652,1.1091726811391076E8
Die Another Day (2002),Action Adventure Thriller,Major Studio,11,82088216,753309028,6.393843612287822E8
Die Hard (1988),Action Thriller,Major Studio,07,1596437,381042500,1.0230513515249611E8
Die Hard 2 (1990),Action Thriller,Major Studio,07,52204827,576269787,3.648352486852654E8
Die Hard with a Vengeance (1995),Action Adventure Thriller,Major Studio,05,45623275,753658168,4.5145189820253384E8
Diggstown (1992),Drama Sport,Major Studio,08,3362463,10812462,1.0230513515249611E8
Digimon: The Movie (2000),Action Adventure Animation Family Sci-Fi,Major Studio,10,7711644,30318250,1.0230513515249611E8
Dilwale (2015),Action Comedy Drama Romance,Small / Indie Studio,12,2541604,42343681,5.923297419528161E7
Dinner for Schmucks (2010),Comedy,Major Studio,07,33845950,124946238,1.9342436808883315E8
Dinosaur (2000),Adventure Animation Drama Family Fantasy,Major Studio,05,70780361,637258439,5.775553392610016E8
Dirty Dancing (1987),Drama Music Romance,Small / Indie Studio,08,10767391,592419777,5.347921432260457E7
Dirty Dancing: Havana Nights (2004),Drama Music Romance,Major Studio,02,9798661,45978995,1.0230513515249611E8
Dirty Grandpa (2016),Comedy,Major Studio,01,14523078,122952244,1.0435819340089764E8
Dirty Pretty Things (2002),Crime Drama Thriller,Mid-size Studio,12,175281,24248310,7.889702421365777E7
Dirty Rotten Scoundrels (1988),Comedy Crime,Mid-size Studio,12,10187095,111510575,7.889702421365777E7
Dirty Work (1998),Comedy,Major Studio,06,6993580,19288408,1.3821043868913203E8
Disaster Movie (2008),Comedy Sci-Fi,Major Studio,08,8504413,50727773,1.0230513515249611E8
Disclosure (1994),Drama Thriller,Major Studio,12,21306554,452906923,1.3788506052258664E8
Disorderlies (1987),Comedy,Major Studio,08,7476380,28570685,1.0230513515249611E8
Disorganized Crime (1989),Action Comedy Crime,Major Studio,04,7186672,19543330,1.0230513515249611E8
"Distant Voices, Still Lives (1988)",Drama Music,Small / Indie Studio,07,25357,1952801,5.347921432260457E7
District 9 (2009),Action Sci-Fi Thriller,Small / Indie Studio,08,54617660,308352680,3.120370959118032E8
District B13 (2004),Action Crime Sci-Fi Thriller,Mid-size Studio,11,680924,18550004,7.423023135651684E7
Disturbia (2007),Crime Drama Mystery Thriller,Major Studio,04,33624745,178698031,1.8811767221131817E8
Disturbing Behavior (1998),Horror Mystery Sci-Fi Thriller,Major Studio,07,13485368,33705135,1.0435819340089764E8
Divergent (2014),Action Adventure Drama Mystery Sci-Fi,Major Studio,03,72357456,382785301,5.682912976488168E8
Divine Madness (1980),Comedy Documentary Music,Major Studio,09,2930160,20243104,1.0230513515249611E8
Divine Secrets of the Ya-Ya Sisterhood (2002),Drama,Major Studio,06,28194104,128767129,2.2084605303858957E8
Django Unchained (2012),Drama Western,Small / Indie Studio,12,41157057,582150235,2.673751408950623E8
Do the Right Thing (1989),Comedy Drama,Major Studio,06,9017063,94371285,1.3821043868913203E8
Doc Hollywood (1991),Comedy Drama Romance,Major Studio,08,16703386,126293172,1.0797687046841025E8
Doctor Detroit (1983),Comedy,Major Studio,05,10379870,32678854,1.0230513515249611E8
Doctor Dolittle (1998),Comedy Family Fantasy,Major Studio,06,55834018,566640650,3.7471077592707026E8
Doctor Sleep (2019),Drama Fantasy Horror Thriller,Major Studio,10,17317764,88815381,1.720715766068353E8
Doctor Strange (2016),Action Adventure Fantasy Sci-Fi,Major Studio,10,111170124,885871791,9.038187596314907E8
Doctor Strange in the Multiverse of Madness (2022),Action Adventure Fantasy Sci-Fi,Major Studio,05,200895585,1024491071,1.049692985250294E9
Dodgeball: A True Underdog Story (2004),Comedy Sport,Major Studio,06,49940278,279715598,3.7471077592707026E8
Dog (2022),Comedy Drama,Small / Indie Studio,02,15954004,90629004,6.092076990388157E7
Dog Man (2025),Action Adventure Animation Comedy Crime Family Fantasy Sci-Fi,Major Studio,01,35266679,142577920,1.8811767221131817E8
Dogma (1999),Adventure Comedy Drama Fantasy,Major Studio,11,16326540,63319321,1.0797687046841025E8
Dogville (2003),Crime Drama,Major Studio,05,151516,28460968,1.9736810191330224E8
Dolittle (2020),Adventure Comedy Family Fantasy,Major Studio,01,26476019,304721614,1.6943211214590883E8
Dolores Claiborne (1995),Crime Drama Mystery Thriller,Major Studio,03,11779164,50151424,1.0230513515249611E8
Dolphin Tale (2011),Drama Family,Major Studio,09,26708974,133797910,1.6943211214590883E8
Dolphin Tale 2 (2014),Drama Family,Major Studio,09,21032888,76619827,1.2586544363579321E8
Domestic Disturbance (2001),Crime Thriller,Major Studio,11,24860490,96105840,1.6943211214590883E8
Dominick and Eugene (1988),Drama,Mid-size Studio,03,744737,8159311,7.423023135651684E7
Domino (2005),Action Biography Crime Drama Thriller,Major Studio,10,7509349,36919699,1.0230513515249611E8
Don (2006),Action Crime Thriller,Small / Indie Studio,10,1251691,30561596,5.64837298802522E7
Don Jon (2013),Comedy Drama Romance,Small / Indie Studio,09,11683941,53106676,5.347921432260457E7
Don Juan DeMarco (1994),Comedy Drama Romance,Major Studio,04,9379562,141616544,1.0230513515249611E8
Don't Be Afraid of the Dark (2010),Fantasy Horror Thriller,Small / Indie Studio,08,11889551,53368759,5.347921432260457E7
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy Crime,Mid-size Studio,01,16225251,41897866,8.323011690669373E7
Don't Breathe (2016),Crime Horror Thriller,Small / Indie Studio,08,34519762,206191612,1.9215367514169714E8
Don't Breathe 2 (2021),Action Crime Horror Thriller,Small / Indie Studio,08,12297168,62265157,5.730209283636898E7
Don't Move (2004),Drama Romance,Small / Indie Studio,03,18393,20047407,5.347921432260457E7
Don't Say a Word (2001),Drama Mystery Thriller,Major Studio,09,30276788,177191521,1.8577665640240195E8
Don't Tell Mom the Babysitter's Dead (1991),Comedy,Major Studio,06,9750936,58035181,1.3821043868913203E8
Don't Worry Darling (2022),Drama Mystery Thriller,Major Studio,09,20744608,93908060,1.2586544363579321E8
Donnie Brasco (1997),Biography Crime Drama,Major Studio,02,22786526,244100070,1.3432585785568565E8
Doogal (2006),Adventure Animation Comedy Family Fantasy,Small / Indie Studio,02,5792076,44092630,5.347921432260457E7
Doom (2005),Action Horror Sci-Fi,Major Studio,10,24879429,93279958,1.6943211214590883E8
Doomsday (2008),Action Sci-Fi Thriller,Small / Indie Studio,03,7177957,32742404,5.347921432260457E7
Dora and the Lost City of Gold (2019),Action Adventure Comedy Family Fantasy Mystery,Major Studio,08,21388230,147970378,1.2586544363579321E8
Double Dragon (1994),Action Adventure Comedy Fantasy Sci-Fi,Small / Indie Studio,11,2913131,4954768,5.347921432260457E7
Double Impact (1991),Action Crime,Major Studio,08,17447012,69336378,1.0797687046841025E8
Double Jeopardy (1999),Crime Drama Mystery Thriller,Major Studio,09,43617828,334896856,2.2404200421269616E8
Double Take (2001),Action Comedy Crime Thriller,Major Studio,01,20791438,55986692,1.2586544363579321E8
Double Team (1997),Action Comedy Sci-Fi Thriller,Major Studio,04,9839286,22352928,1.0230513515249611E8
Doubt (2008),Drama Mystery,Mid-size Studio,12,739023,75326372,7.889702421365777E7
Doug's 1st Movie (1999),Adventure Animation Comedy Drama Family Fantasy Sci-Fi,Major Studio,03,8418464,36608005,1.0230513515249611E8
Down Periscope (1996),Comedy,Major Studio,03,14461713,75105110,1.0435819340089764E8
Down and Out in Beverly Hills (1986),Comedy,Major Studio,01,16388507,177820318,1.0797687046841025E8
Down to Earth (2001),Comedy Fantasy,Major Studio,02,30592850,126111108,1.8577665640240195E8
Down to You (2000),Comedy Drama Romance,Mid-size Studio,01,13849189,44484802,7.628328960491836E7
Down with Love (2003),Comedy Romance,Major Studio,05,76784,67301325,1.0230513515249611E8
Downfall (2004),Biography Drama History War,Small / Indie Studio,09,30218,153094229,5.64837298802522E7
Downhill (2020),Comedy Drama,Mid-size Studio,02,5602105,10786247,7.423023135651684E7
Downsizing (2017),Drama Fantasy Sci-Fi,Major Studio,01,6340202,70390708,1.0230513515249611E8
Downton Abbey (2019),Drama Romance,Mid-size Studio,09,38077722,238886757,2.1924697721227175E8
Downton Abbey: A New Era (2022),Drama Romance,Mid-size Studio,04,17150847,99312533,8.323011690669373E7
Downtown (1990),Action Comedy Crime Drama,Major Studio,01,1972569,5632663,1.0230513515249611E8
Dr. Cheon and Lost Talisman (2023),Crime Fantasy Horror Mystery,Small / Indie Studio,09,28574,15004456,5.347921432260457E7
Dr. Dolittle 2 (2001),Comedy Family Fantasy,Major Studio,06,44354599,311979283,2.985709090798576E8
Dr. Giggles (1992),Comedy Drama Horror Mystery Thriller,Major Studio,10,6069059,18786152,1.0230513515249611E8
Dr. Jekyll and Ms. Hyde (1995),Comedy Romance Sci-Fi,Small / Indie Studio,08,1854353,5687963,5.347921432260457E7
Dr. T & the Women (2000),Comedy Drama Romance,Small / Indie Studio,01,9131744,41614551,5.347921432260457E7
Dracula (1979),Drama Fantasy Horror Romance,Major Studio,07,13576584,87126857,1.0435819340089764E8
Dracula (1992),Fantasy Horror Romance,Major Studio,11,68232223,482568186,5.682912976488168E8
Dracula 2000 (2000),Action Fantasy Horror Thriller,Mid-size Studio,12,15732896,85715747,8.797624345495063E7
Dracula Untold (2014),Action Drama Fantasy Horror,Major Studio,09,31157808,287698384,1.8577665640240195E8
Dracula: Dead and Loving It (1995),Comedy Fantasy Horror,Major Studio,12,5575312,22175573,1.1091726811391076E8
Draft Day (2014),Drama Sport,Major Studio,04,12963667,39518260,1.0435819340089764E8
Drag Me to Hell (2009),Horror,Major Studio,05,23139251,132827040,1.3432585785568565E8
Dragnet (1987),Comedy Crime Mystery,Major Studio,06,29106934,184076881,2.2084605303858957E8
Dragon Ball Super: Broly (2018),Action Adventure Animation Family Fantasy Sci-Fi,Small / Indie Studio,12,12262526,144597018,6.00513371513984E7
Dragon Ball Super: Super Hero (2022),Action Adventure Animation Fantasy,Small / Indie Studio,06,22645834,92785504,9.240316257855068E7
Dragon Ball Z: Battle of Gods (2013),Action Adventure Animation Comedy Family Fantasy Sci-Fi,Small / Indie Studio,03,399133,68019582,5.347921432260457E7
Dragon Ball Z: Resurrection 'F' (2015),Action Adventure Animation Comedy Family Fantasy Sci-Fi,Small / Indie Studio,04,2405994,81748644,5.347921432260457E7
Dragon Blade (2015),Action Drama History,Small / Indie Studio,02,40162,162267123,5.347921432260457E7
Dragon Wars: D-War (2007),Action Drama Fantasy Thriller,Small / Indie Studio,08,8133488,113634054,5.347921432260457E7
Dragon: The Bruce Lee Story (1993),Action Biography Drama Romance,Major Studio,05,21758026,137917943,1.2586544363579321E8
DragonHeart (1996),Action Adventure Fantasy,Major Studio,05,30053342,230527401,1.8577665640240195E8
Dragonball Evolution (2009),Action Adventure Fantasy Sci-Fi Thriller,Major Studio,03,6954706,81472215,1.0230513515249611E8
Dragonfly (2002),Drama Fantasy Mystery Romance Thriller,Major Studio,02,17815571,91245983,1.0797687046841025E8
Dragonslayer (1981),Action Adventure Fantasy,Major Studio,06,8307813,48682576,1.3821043868913203E8
Dream House (2011),Drama Mystery Thriller,Major Studio,09,11336789,55760231,1.0230513515249611E8
Dream Lover (1986),Crime Drama Thriller,Major Studio,02,580196,1437339,1.0230513515249611E8
Dream Scenario (2023),Comedy Drama Fantasy Horror,Mid-size Studio,11,226527,12856579,7.423023135651684E7
Dream a Little Dream (1989),Comedy Drama Romance,Small / Indie Studio,03,6500428,14049732,5.347921432260457E7
Dreamcatcher (2003),Drama Horror Sci-Fi Thriller,Major Studio,03,25624877,138531762,1.6943211214590883E8
Dreamchild (1985),Biography Comedy Drama Fantasy Romance,Major Studio,10,15820,3545811,1.0230513515249611E8
Dreamer (2005),Drama Family Sport,Major Studio,10,14742792,62229986,1.0797687046841025E8
Dreamgirls (2006),Drama Musical,Major Studio,12,589676,241903183,1.1091726811391076E8
Dreamscape (1984),Action Adventure Horror Sci-Fi Thriller,Major Studio,08,6817434,36675184,1.0230513515249611E8
Dredd (2012),Action Crime Sci-Fi,Major Studio,09,8578335,56070078,1.0230513515249611E8
Drillbit Taylor (2008),Action Comedy Crime,Major Studio,03,15021549,72768394,1.0797687046841025E8
Drive (2011),Action Drama,Small / Indie Studio,09,15814836,111112504,6.092076990388157E7
Drive Angry (2011),Action Comedy Fantasy Thriller,Mid-size Studio,02,7234401,57050900,7.423023135651684E7
Drive Me Crazy (1999),Comedy Drama Romance,Major Studio,10,12892045,42546083,1.0435819340089764E8
Drive My Car (2021),Drama,Small / Indie Studio,08,15947,17778513,5.64837298802522E7
Driven (2001),Action Drama Sport,Major Studio,04,21567855,96983548,1.2586544363579321E8
Driving Miss Daisy (1989),Comedy Drama,Major Studio,12,186602,368911019,1.1091726811391076E8
Drop (2025),Drama Mystery Thriller,Small / Indie Studio,04,7245947,28073729,5.347921432260457E7
Drop Dead Fred (1991),Comedy Drama Fantasy,Major Studio,05,8351050,31980206,1.0230513515249611E8
Drop Dead Gorgeous (1999),Comedy Romance Thriller,Major Studio,07,7506620,19907222,1.0230513515249611E8
Drop Squad (1994),Comedy Drama Thriller,Small / Indie Studio,10,736857,1554785,5.347921432260457E7
Drop Zone (1994),Action Adventure Thriller,Major Studio,12,13001250,60810774,1.6888161895362848E8
Drowning Mona (2000),Comedy Crime Mystery,Small / Indie Studio,03,10569693,28982814,5.347921432260457E7
Drug War (2012),Action Crime Drama Thriller,Small / Indie Studio,04,7980,33227685,5.347921432260457E7
Drugstore Cowboy (1989),Crime Drama,Small / Indie Studio,10,65296,11967705,5.347921432260457E7
Drumline (2002),Comedy Drama Music Romance,Major Studio,12,21981154,100427684,1.3788506052258664E8
Drunken Master II (1994),Action Comedy,Mid-size Studio,10,7004792,21050075,7.423023135651684E7
DuckTales the Movie: Treasure of the Lost Lamp (1990),Adventure Animation Comedy Family Fantasy,Major Studio,08,9292018,43492434,1.0717081442034796E8
Duckweed (2017),Comedy Drama Fantasy,Small / Indie Studio,01,205704,195664987,5.347921432260457E7
"Dude, Where's My Car? (2000)",Comedy Mystery Sci-Fi,Major Studio,12,25222560,133310459,1.8426961015686572E8
Dudley Do-Right (1999),Comedy Family Romance,Major Studio,08,5683903,18783003,1.0230513515249611E8
Due Date (2010),Comedy Drama,Major Studio,11,47025313,304657097,3.580774766722703E8
Duets (2000),Comedy Drama Music Romance,Major Studio,09,3648036,12059836,1.0230513515249611E8
Dumb Money (2023),Biography Comedy Drama,Major Studio,09,227466,21314648,1.0230513515249611E8
Dumb and Dumber (1994),Comedy,Major Studio,12,34628942,523325256,2.0979584524837056E8
Dumb and Dumber To (2014),Comedy,Major Studio,11,47849551,225040854,3.580774766722703E8
Dumb and Dumberer: When Harry Met Lloyd (2003),Comedy,Major Studio,06,18927805,66959267,1.4801628261489326E8
Dumbo (2019),Adventure Family Fantasy,Major Studio,03,56429781,433473569,3.580774766722703E8
Dune (1984),Action Adventure Sci-Fi,Major Studio,12,18194174,95128981,2.739058675900619E8
Dune: Part One (2021),Action Adventure Drama Sci-Fi,Major Studio,09,47476825,475412225,5.13418024593513E8
Dune: Part Two (2024),Action Adventure Drama Sci-Fi,Major Studio,02,82505391,714844358,5.890966750871571E8
Dungeons & Dragons (2000),Action Adventure Fantasy,Major Studio,12,13184128,61897657,1.1297032636231232E8
Dungeons & Dragons: Honor Among Thieves (2023),Action Adventure Comedy Fantasy,Major Studio,03,38303519,211522379,2.2404200421269616E8
Dunki (2023),Action Adventure Comedy Drama Romance,Small / Indie Studio,12,2794558,15929575,5.923297419528161E7
Dunkirk (2017),Action Drama History Thriller War,Major Studio,07,64644158,682993427,5.750490696618122E8
Dunston Checks In (1996),Adventure Comedy Family,Major Studio,01,5993591,19741501,1.0230513515249611E8
Duplex (2003),Comedy,Mid-size Studio,09,7843955,32948252,7.423023135651684E7
Duplicity (2009),Comedy Crime Romance Thriller,Major Studio,03,20419108,114305427,1.2586544363579321E8
Dutch (1991),Comedy Drama,Major Studio,07,4300773,10604350,1.0230513515249611E8
Dying Young (1991),Drama Romance,Major Studio,06,22401886,189482384,1.631527515275634E8
E.T. the Extra-Terrestrial (1982),Adventure Family Sci-Fi,Major Studio,06,38472986,2591786119,5.297583184672221E8
Eagle Eye (2008),Action Mystery Thriller,Major Studio,09,42472316,260462333,2.2404200421269616E8
